0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,cluster
1.4258115,0.45937577,1.6823887,0.8584925,-0.6846801,-0.55517113,-0.84348613,-1.3113985,0.29175752,-1.0123852,1.2301836,0.9067555,0.029628443,-0.21616213,0.14688863,0.0060838046,-0.6662471,0.06330087,-0.7602399,-0.6046488,1.2671533,-0.12094875,1.1349115,-0.09350043,0.5086064,1.4124489,0.5733669,0.5998424,1.060068,-1.5160859,0.016921856,1.226982,0
-0.973689,0.36143005,0.05655538,0.11064383,-1.5933814,-2.0820117,-0.5600803,0.16470006,-2.4389756,-0.14766638,-1.0538907,-1.4031363,0.4609654,-2.5793567,1.3376399,1.9434959,-2.3156095,0.46797726,-0.23876162,-0.11653068,0.8723816,2.3135529,0.3791742,-0.1907692,0.0809654,-2.6016557,1.2736135,0.31732795,-1.483264,2.7155366,2.7551079,-2.2313225,0
0.6771404,-0.3936286,-0.320461,-0.86279386,0.43625793,0.17896593,0.6283917,0.048092693,0.34949648,-1.4356074,-0.3239507,-0.32014024,-1.3156852,0.3957453,-1.34893,-1.0442595,2.4763436,0.8868514,-0.24547197,0.690267,-1.165041,0.3325128,-0.1418295,0.6721146,-2.0044792,-0.3815005,0.082686625,-1.5164412,-0.10815498,0.9670299,0.0970033,0.64693177,1
0.17448808,-0.22833218,-1.9764943,-0.30513766,1.0967062,1.9261061,0.8356845,0.9009453,-1.6049927,0.01493783,1.6363012,0.85612404,0.57452303,-1.575423,1.2584077,0.36866638,-0.113075815,-0.9491064,-0.07660059,-0.8402965,0.49905562,0.40092868,1.2413782,-0.033456597,3.3807664,0.6198481,-0.5502126,-1.929445,0.57117116,1.1985288,-0.21610823,-1.3685199,0
-1.3535709,-0.5072189,1.1886611,-0.33858117,-0.38230422,0.121223964,-0.2813704,1.4150867,-0.3780937,0.1864488,1.144763,0.499175,-1.3403308,-0.6224595,-0.04505135,0.97124326,0.37113425,0.4519394,-0.29600972,-0.6811593,-0.69312704,1.3723912,0.6419652,-0.6043869,0.640855,0.055567782,0.45585573,0.18763974,-0.356882,-0.98735195,0.8449246,0.16137072,0
-0.41622424,0.7807813,-0.89915544,-0.16457951,0.85200524,2.0464418,0.6527604,-0.021353709,0.5668795,-1.0288451,-3.0744534,-0.05653276,0.8764859,3.2066023,-0.9406766,-0.3659698,-0.12050348,-0.81041765,1.0439332,0.58019483,-1.0582925,-2.1510987,-0.66493076,-0.6887245,-0.7719582,-1.332938,0.71623474,-1.3674927,-1.9037578,-0.43846273,0.5091507,1.0936302,1
-0.3333224,0.27759394,0.27086478,0.6439711,-0.71658194,0.29679483,-0.24453427,-0.5232377,0.8401946,1.1700972,1.314464,-0.86338145,-1.2776557,-0.8123284,-0.4444834,-0.03750788,0.4783068,0.10372031,-0.59531426,-0.22680645,0.015519313,-0.5002631,0.22707595,0.31770712,1.3316218,-0.012620122,-0.272043,-1.3652389,-0.8864565,-1.8732738,-0.1881993,-1.001166,0
-0.8385436,0.51064897,-0.65296227,-0.60387707,-0.86108375,2.2709336,1.2183845,-0.5849082,0.7935296,-0.14322901,-3.6861434,0.15757565,0.7624331,3.336601,-0.36813343,-0.6055734,-0.35978454,-1.2170138,0.558871,0.7516504,-0.66877025,-2.9181561,-0.5249046,-0.7959502,-0.64203286,-0.3717076,1.3665379,-0.92581,-1.8251885,-0.40944922,0.11858932,0.9448415,1
0.07558125,0.8468485,0.50445455,0.57132643,-0.38750792,-0.5199648,0.25309336,0.5121923,-0.12384506,-0.10382026,1.7749449,0.68266684,0.39612886,-0.48179215,0.3654507,1.2350612,0.7054593,0.3921643,-0.41164896,-0.1986186,0.547066,-0.5567451,1.2621851,1.3275282,0.55560076,0.06867394,0.11416951,-0.28343526,-0.39791256,-0.74663854,-1.0492285,0.634577,0
1.8588555,0.7317449,-0.3360351,1.7525151,0.61305654,-1.4578893,-0.13711269,0.34895265,-0.52415735,1.0027758,0.7865088,-0.05276087,1.1102369,-1.7128639,0.110952,2.0860925,0.28764775,0.23483527,-0.64675385,-0.84960383,1.2325654,-1.5073276,1.0856662,1.1852283,0.30284977,0.1346039,0.6083793,-1.3326237,-0.3696255,-1.3245265,-1.1677113,-0.8833773,0
0.719308,0.075971335,1.2982106,0.2186509,-0.82884246,-1.1986374,0.32838407,-0.045887873,-0.189706,-0.3158081,0.3513246,0.11581982,-0.28296593,-0.5273206,0.6800937,1.1578413,-1.0914546,0.22304499,-0.52267927,-0.2214818,1.1694318,0.52881956,0.13527879,-0.47720042,0.1980528,0.3698403,-0.59098566,0.31738603,0.4330132,0.30639437,0.4826771,0.91063315,0
2.3804448,2.0175505,1.0185426,2.337432,1.1226128,0.29502335,-0.63806885,0.95890707,1.3485178,-0.13841403,-0.15666331,1.114167,1.315646,-1.4235295,-0.9357767,-1.5599021,-0.38388038,-0.14539367,-2.087534,-2.5280259,-0.3876349,-0.6564674,2.0805771,-0.009209745,0.33831316,2.377603,-0.53835547,1.7793928,0.55099756,-1.7310858,0.87052596,-2.2696908,0
-0.5304538,-0.4575812,0.44938207,-0.62611854,-0.39463654,-1.9546422,0.39880034,0.85610974,-0.84755105,0.5872886,-1.3045638,0.6834535,0.35285017,-0.61467284,-0.2861938,-0.82046235,0.17502646,0.8251341,1.6572757,1.1985892,1.067602,0.23093934,-0.8339268,0.46171203,0.044147156,-0.36801028,-0.32109284,0.07187391,-0.046851162,1.3078287,-1.065705,-0.72392315,1
